Component Item Number,Work Ord Number,Acctg Value,Total Issued,F g,Quantity Required,Over Issued,Over Ext $$,Status Flag
DRRFSCUG033R|01,,,,,,,30.6036,
,,,,,,,,
DRRFSCUG03K3|01,1058112,0.001,7594,C,6600,994,0.994,C
DRRFSCUG03K3|01,1058181,0.001,18966,C,15000,3966,3.966,C
DRRFSCUG03K3|01,1058182,0.001,30000,A,24000,6000,6,A
DRRFSCUG03K3|01,1058402,0.001,20000,C,15000,5000,5,C
DRRFSCUG03K3|01,1058403,0.001,20000,C,9000,11000,11,C
DRRFSCUG03K3|01,1058417,0.001,19963,C,15000,4963,4.963,C
DRRFSCUG03K3|01,1058561,0.001,19952,C,15000,4952,4.952,C
DRRFSCUG03K3|01,1058562,0.001,20000,A,15000,5000,5,A
******,,,,,,,------,
DRRFSCUG03K3|01,,,,,,,41.875,
,,,,,,,,
DRRFSCUG047K|01,1058182,0.0008,290000,A,288000,2000,1.6,A
DRRFSCUG047K|01,1058403,0.0008,116310,C,108000,8310,6.648,C
DRRFSCUG047K|01,1058561,0.0008,209440,C,180000,29440,23.552,C
DRRFSCUG047K|01,1058562,0.0008,190000,A,180000,10000,8,A
******,,,,,,,------,
DRRFSCUG047K|01,,,,,,,39.8,
,,,,,,,,
DRRFSCUG04K7|01,1057418,0.0008,25118,C,25000,118,0.0944,C
DRRFSCUG04K7|01,1058182,0.0008,90000,A,80000,10000,8,A
DRRFSCUG04K7|01,1058403,0.0008,38811,C,30000,8811,7.0488,C
DRRFSCUG04K7|01,1058561,0.0008,69840,C,50000,19840,15.872,C
******,,,,,,,------,
DRRFSCUG04K7|01,,,,,,,31.0152,
,,,,,,,,
DRRFSCUG051R|01,1057418,0.001,5723,C,5000,723,0.723,C
DRRFSCUG051R|01,1058112,0.001,6160,C,4400,1760,1.76,C
DRRFSCUG051R|01,1058113,0.001,10000,C,3200,6800,6.8,C
DRRFSCUG051R|01,1058181,0.001,10830,C,10000,830,0.83,C
DRRFSCUG051R|01,1058182,0.001,20000,A,16000,4000,4,A
DRRFSCUG051R|01,1058402,0.001,15840,C,10000,5840,5.84,C
DRRFSCUG051R|01,1058561,0.001,13113,C,10000,3113,3.113,C
DRRFSCUG051R|01,1058562,0.001,20000,A,10000,10000,10,A
******,,,,,,,------,
DRRFSCUG051R|01,,,,,,,33.066,
,,,,,,,,
DRRFSCUG0R00|01,1057418,0.0011,13076,C,12500,576,0.6336,C
DRRFSCUG0R00|01,1058181,0.0011,31037,C,25000,6037,6.6407,C
DRRFSCUG0R00|01,1058402,0.0011,30000,C,25000,5000,5.5,C
DRRFSCUG0R00|01,1058403,0.0011,30000,C,15000,15000,16.5,C
DRRFSCUG0R00|01,1058417,0.0011,30000,C,25000,5000,5.5,C
DRRFSCUG0R00|01,1058561,0.0011,29920,C,25000,4920,5.412,C
DRRFSCUG0R00|01,1058562,0.0011,30000,A,25000,5000,5.5,A
******,,,,,,,------,
DRRFSCUG0R00|01,,,,,,,45.6863,
,,,,,,,,
DRRFSCUG100K|01,1058112,0.001,9994,C,6600,3394,3.394,C
DRRFSCUG100K|01,1058113,0.001,8413,C,4800,3613,3.613,C
DRRFSCUG100K|01,1058181,0.001,20000,C,15000,5000,5,C
DRRFSCUG100K|01,1058182,0.001,30000,A,24000,6000,6,A
DRRFSCUG100K|01,1058402,0.001,20000,C,15000,5000,5,C
DRRFSCUG100K|01,1058403,0.001,13920,C,9000,4920,4.92,C
DRRFSCUG100K|01,1058417,0.001,16054,C,15000,1054,1.054,C
DRRFSCUG100K|01,1058561,0.001,19984,C,15000,4984,4.984,C
DRRFSCUG100K|01,1058562,0.001,20000,A,15000,5000,5,A
******,,,,,,,------,
DRRFSCUG100K|01,,,,,,,38.965,
,,,,,,,,
DRRFSCUG100R|01,1058112,0.0007,8963,C,8800,163,0.1141,C
DRRFSCUG100R|01,1058113,0.0007,6736,C,6400,336,0.2352,C
DRRFSCUG100R|01,1058181,0.0007,25498,C,20000,5498,3.8486,C
DRRFSCUG100R|01,1058182,0.0007,40000,A,32000,8000,5.6,A
DRRFSCUG100R|01,1058402,0.0007,25480,C,20000,5480,3.836,C
DRRFSCUG100R|01,1058403,0.0007,20000,C,12000,8000,5.6,C
DRRFSCUG100R|01,1058417,0.0007,26763,C,20000,6763,4.7341,C
DRRFSCUG100R|01,1058562,0.0007,21643,A,20000,1643,1.1501,A
******,,,,,,,------,
DRRFSCUG100R|01,,,,,,,25.1181,
,,,,,,,,
DRRFSCUG160R|01,1057418,0.0006,20033,C,20000,33,0.0198,C
DRRFSCUG160R|01,1058182,0.0006,70000,A,64000,6000,3.6,A
DRRFSCUG160R|01,1058562,0.0006,46213,A,40000,6213,3.7278,A
******,,,,,,,------,
DRRFSCUG160R|01,,,,,,,7.3476,
,,,,,,,,
DRRFSCUG470K|01,1058112,0.0009,7963,C,2200,5763,5.1867,C
DRRFSCUG470K|01,1058181,0.0009,10000,C,5000,5000,4.5,C
DRRFSCUG470K|01,1058182,0.0009,10000,A,8000,2000,1.8,A
DRRFSCUG470K|01,1058402,0.0009,12261,C,5000,7261,6.5349,C
DRRFSCUG470K|01,1058561,0.0009,6984,C,5000,1984,1.7856,C
DRRFSCUG470K|01,1058562,0.0009,10000,A,5000,5000,4.5,A
******,,,,,,,------,
DRRFSCUG470K|01,,,,,,,24.3072,
,,,,,,,,
DRRFSCUG470R|01,1058182,0.0006,150000,A,144000,6000,3.6,A
DRRFSCUG470R|01,1058561,0.0006,102098,C,90000,12098,7.2588,C
DRRFSCUG470R|01,1058562,0.0006,100000,A,90000,10000,6,A
******,,,,,,,------,
DRRFSCUG470R|01,,,,,,,16.8588,
,,,,,,,,
DRRFSCUG680R|01,1058112,0.0009,9257,C,2200,7057,6.3513,C
DRRFSCUG680R|01,1058181,0.0009,9646,C,5000,4646,4.1814,C
DRRFSCUG680R|01,1058182,0.0009,10000,A,8000,2000,1.8,A
DRRFSCUG680R|01,1058402,0.0009,10000,C,5000,5000,4.5,C
DRRFSCUG680R|01,1058403,0.0009,8926,C,3000,5926,5.3334,C
DRRFSCUG680R|01,1058417,0.0009,7401,C,5000,2401,2.1609,C
DRRFSCUG680R|01,1058561,0.0009,9984,C,5000,4984,4.4856,C
DRRFSCUG680R|01,1058562,0.0009,10000,A,5000,5000,4.5,A
******,,,,,,,------,
DRRFSCUG680R|01,,,,,,,33.3126,
,,,,,,,,
DRRFSETB9K09|01,1057418,0.0011,10094,C,10000,94,0.1034,C
DRRFSETB9K09|01,1058182,0.0011,35000,A,32000,3000,3.3,A
DRRFSETB9K09|01,1058403,0.0011,15273,C,12000,3273,3.6003,C
DRRFSETB9K09|01,1058417,0.0011,20755,C,20000,755,0.8305,C
DRRFSETB9K09|01,1058561,0.0011,21524,C,20000,1524,1.6764,C
******,,,,,,,------,
DRRFSETB9K09|01,,,,,,,9.5106,
,,,,,,,,
DRRFSETG022M|01,1058112,0.0023,6625,C,6600,25,0.0575,C
DRRFSETG022M|01,1058182,0.0023,25000,A,24000,1000,2.3,A
DRRFSETG022M|01,1058561,0.0023,19219,C,15000,4219,9.7037,C
******,,,,,,,------,
DRRFSETG022M|01,,,,,,,12.0612,
,,,,,,,,
DRRFSETG047K|01,1058112,0.0019,4425,C,4400,25,0.0475,C
DRRFSETG047K|01,1058182,0.0019,16670,A,16000,670,1.273,A
DRRFSETG047K|01,1058403,0.0019,8661,C,6000,2661,5.0559,C
